Time,Price
2025-04-28 19:12:00,19475.0
2025-04-28 19:22:00,19475.0
2025-04-28 20:06:00,19475.0
2025-04-28 20:20:00,19469.0
2025-04-28 20:28:00,19469.0
2025-04-28 21:11:00,19475.0
2025-04-28 21:20:00,19469.0
2025-04-28 21:38:00,19475.0
2025-04-28 21:56:00,19475.0
2025-04-28 22:08:00,19475.0
2025-04-28 22:21:00,19475.0
2025-04-28 22:33:00,19475.0
2025-04-28 22:36:00,19469.0
2025-04-28 22:54:00,19469.0
2025-04-28 23:18:00,19475.0
2025-04-28 23:50:00,19469.0
2025-04-29 00:06:00,19475.0
2025-04-29 00:19:00,19469.0
2025-04-29 00:34:00,19475.0
2025-04-29 01:15:00,19475.0
2025-04-29 01:27:00,19469.0
2025-04-29 01:39:00,19469.0
2025-04-29 02:06:00,19469.0
2025-04-29 02:25:00,19475.0
2025-04-29 02:49:00,19475.0
2025-04-29 03:38:00,19475.0
2025-04-29 03:59:00,19475.0
2025-04-29 04:05:00,19475.0
2025-04-29 04:20:00,19469.0
2025-04-29 04:38:00,19475.0
2025-04-29 04:55:00,19475.0
2025-04-29 05:22:00,19469.0
2025-04-29 05:32:00,19469.0
2025-04-29 06:17:00,19469.0
2025-04-29 06:22:00,19475.0
2025-04-29 06:35:00,19475.0
2025-04-29 06:41:00,19469.0
2025-04-29 06:55:00,19469.0
2025-04-29 07:29:00,19475.0
2025-04-29 07:41:00,19475.0
2025-04-29 07:52:00,19469.0
2025-04-29 08:10:00,19469.0
2025-04-29 08:12:00,19475.0
2025-04-29 08:31:00,19469.0
2025-04-29 08:52:00,19475.0
2025-04-29 09:10:00,19469.0
2025-04-29 09:17:00,19469.0
2025-04-29 09:38:00,19475.0
2025-04-29 09:56:00,19475.0
2025-04-29 10:12:00,19475.0
2025-04-29 11:07:00,19475.0
2025-04-29 11:29:00,19469.0
2025-04-29 11:41:00,19469.0
2025-04-29 11:51:00,19475.0
2025-04-29 12:15:00,19475.0
2025-04-29 12:45:00,19469.0
2025-04-29 12:48:00,19475.0
2025-04-29 12:55:00,19469.0
2025-04-29 13:02:00,19469.0
2025-04-29 13:32:00,19475.0
2025-04-29 14:01:00,19475.0
2025-04-29 14:11:00,19475.0
2025-04-29 14:27:00,19469.0
2025-04-29 14:34:00,19475.0
2025-04-29 14:46:00,19475.0
2025-04-29 14:57:00,19469.0
2025-04-29 15:11:00,19469.0
2025-04-29 15:13:00,19475.0
2025-04-29 15:23:00,19469.0
2025-04-29 15:48:00,19469.0
2025-04-29 15:56:00,19475.0
2025-04-29 16:17:00,19469.0
2025-04-29 16:38:00,19469.0
2025-04-29 16:57:00,19469.0
2025-04-29 18:04:00,19475.0
2025-04-29 18:11:00,19469.0
2025-04-29 18:34:00,19469.0
2025-04-29 18:52:00,19475.0
2025-04-29 19:13:00,19469.0
2025-04-29 19:27:00,19475.0
2025-04-29 19:46:00,19475.0
2025-04-29 20:10:00,19469.0
2025-04-29 20:16:00,19475.0
2025-04-29 20:36:00,19469.0
2025-04-29 21:01:00,19469.0
2025-04-29 21:21:00,19475.0
2025-04-29 21:36:00,19475.0
2025-04-29 21:38:00,19469.0
2025-04-29 21:55:00,19469.0
2025-04-29 22:17:00,19475.0
2025-04-29 22:35:00,19469.0
2025-04-29 22:50:00,19475.0
2025-04-29 23:14:00,19469.0
2025-04-29 23:44:00,19475.0
2025-04-30 00:04:00,19475.0
2025-04-30 00:24:00,19475.0
2025-04-30 00:43:00,19469.0
2025-04-30 01:00:00,19469.0
2025-04-30 01:16:00,19475.0
2025-04-30 01:25:00,19469.0
2025-04-30 01:40:00,19475.0
2025-04-30 02:31:00,19475.0
2025-04-30 02:36:00,19469.0
2025-04-30 02:54:00,19469.0
2025-04-30 03:08:00,19475.0
2025-04-30 03:20:00,19475.0
2025-04-30 03:34:00,19475.0
2025-04-30 03:42:00,19469.0
2025-04-30 04:03:00,19475.0
2025-04-30 04:09:00,19469.0
2025-04-30 04:22:00,19475.0
2025-04-30 04:59:00,19475.0
2025-04-30 05:06:00,19469.0
2025-04-30 05:24:00,19475.0
2025-04-30 05:41:00,19475.0
2025-04-30 06:10:00,19469.0
2025-04-30 06:37:00,19469.0
2025-04-30 06:54:00,19469.0
2025-04-30 07:11:00,19475.0
2025-04-30 07:17:00,19475.0
2025-04-30 07:42:00,19469.0
2025-04-30 07:59:00,19469.0
2025-04-30 08:30:00,19469.0
2025-04-30 08:54:00,19469.0
2025-04-30 09:06:00,19469.0
2025-04-30 09:20:00,19469.0
2025-04-30 09:35:00,19475.0
2025-04-30 09:37:00,19469.0
2025-04-30 09:49:00,19469.0
2025-04-30 10:06:00,19469.0
2025-04-30 10:38:00,19475.0
2025-04-30 10:50:00,19475.0
2025-04-30 11:09:00,19475.0
2025-04-30 11:29:00,19475.0
2025-04-30 11:50:00,19475.0
2025-04-30 12:02:00,19475.0
2025-04-30 12:12:00,19475.0
2025-04-30 12:42:00,19469.0
2025-04-30 13:08:00,19475.0
2025-04-30 13:19:00,19469.0
2025-04-30 13:43:00,19475.0
2025-04-30 14:08:00,19469.0
2025-04-30 14:13:00,19475.0
2025-04-30 14:35:00,19469.0
2025-04-30 14:48:00,19469.0
2025-04-30 15:28:00,19475.0
2025-04-30 15:33:00,19469.0
2025-04-30 16:12:00,19475.0
2025-04-30 16:18:00,19475.0
2025-04-30 16:46:00,19475.0
2025-04-30 18:06:00,19469.0
2025-04-30 18:19:00,19475.0
2025-04-30 18:32:00,19469.0
2025-04-30 18:57:00,19469.0
2025-04-30 19:17:00,19469.0
2025-04-30 19:39:00,19475.0
2025-04-30 19:58:00,19475.0
2025-04-30 20:13:00,19475.0
2025-04-30 20:33:00,19475.0
2025-04-30 20:37:00,19469.0
2025-04-30 20:55:00,19475.0
2025-04-30 21:05:00,19475.0
2025-04-30 21:16:00,19469.0
2025-04-30 21:34:00,19469.0
2025-04-30 21:54:00,19475.0
2025-04-30 22:08:00,19475.0
2025-04-30 22:19:00,19469.0
2025-04-30 22:33:00,19475.0
2025-04-30 23:06:00,19469.0
2025-04-30 23:35:00,19475.0
2025-04-30 23:41:00,19475.0
2025-04-30 23:53:00,19475.0
2025-05-01 00:03:00,19469.0
2025-05-01 00:10:00,19475.0
2025-05-01 00:16:00,19469.0
2025-05-01 00:23:00,19469.0
2025-05-01 00:33:00,19469.0
2025-05-01 01:18:00,19475.0
2025-05-01 01:29:00,19469.0
2025-05-01 01:41:00,19475.0
2025-05-01 02:06:00,19469.0
2025-05-01 02:43:00,19475.0
2025-05-01 03:07:00,19469.0
2025-05-01 03:21:00,19475.0
2025-05-01 03:49:00,19475.0
2025-05-01 04:09:00,19475.0
2025-05-01 04:13:00,19469.0
2025-05-01 04:36:00,19475.0
2025-05-01 04:43:00,19475.0
2025-05-01 04:54:00,19475.0
2025-05-01 05:13:00,19475.0
2025-05-01 05:31:00,19469.0
2025-05-01 05:43:00,19475.0
2025-05-01 05:58:00,19475.0
2025-05-01 06:25:00,19475.0
2025-05-01 06:37:00,19469.0
2025-05-01 06:51:00,19469.0
2025-05-01 07:30:00,19469.0
2025-05-01 07:55:00,19475.0
2025-05-01 08:19:00,19475.0
2025-05-01 08:36:00,19469.0
2025-05-01 09:11:00,19469.0
2025-05-01 09:26:00,19475.0
2025-05-01 09:33:00,19475.0
2025-05-01 09:38:00,19469.0
2025-05-01 09:47:00,19469.0
2025-05-01 09:57:00,19475.0
2025-05-01 10:05:00,19469.0
2025-05-01 10:12:00,19475.0
2025-05-01 10:35:00,19475.0
2025-05-01 10:46:00,19475.0
2025-05-01 11:25:00,19475.0
2025-05-01 11:39:00,19469.0
2025-05-01 12:02:00,19469.0
2025-05-01 12:15:00,19475.0
2025-05-01 12:23:00,19469.0
2025-05-01 12:44:00,19475.0
2025-05-01 12:59:00,19469.0
2025-05-01 13:29:00,19475.0
2025-05-01 13:52:00,19469.0
2025-05-01 14:22:00,19475.0
2025-05-01 14:51:00,19475.0
2025-05-01 15:08:00,19469.0
2025-05-01 15:16:00,19469.0
2025-05-01 15:36:00,19475.0
2025-05-01 15:49:00,19469.0
2025-05-01 16:13:00,19469.0
2025-05-01 16:36:00,19475.0
2025-05-01 18:13:00,19469.0
2025-05-01 18:59:00,19469.0
2025-05-01 19:08:00,19475.0
2025-05-01 19:32:00,19475.0
2025-05-01 19:56:00,19469.0
2025-05-01 20:16:00,19469.0
2025-05-01 20:39:00,19475.0
2025-05-01 20:56:00,19475.0
2025-05-01 21:30:00,19475.0
2025-05-01 21:55:00,19469.0
2025-05-01 22:07:00,19469.0
2025-05-01 22:12:00,19475.0
2025-05-01 22:26:00,19469.0
2025-05-01 22:33:00,19475.0
2025-05-01 22:58:00,19475.0
2025-05-01 23:27:00,19475.0
2025-05-01 23:47:00,19475.0
2025-05-02 00:07:00,19475.0
2025-05-02 00:08:00,19469.0
2025-05-02 00:45:00,19475.0
2025-05-02 01:16:00,19469.0
2025-05-02 01:33:00,19469.0
2025-05-02 01:39:00,19475.0
2025-05-02 01:49:00,19469.0
2025-05-02 02:10:00,19469.0
2025-05-02 02:29:00,19469.0
2025-05-02 02:42:00,19469.0
2025-05-02 03:08:00,19475.0
2025-05-02 03:32:00,19475.0
2025-05-02 03:38:00,19469.0
2025-05-02 03:50:00,19469.0
2025-05-02 03:59:00,19475.0
2025-05-02 04:13:00,19469.0
2025-05-02 04:46:00,19475.0
2025-05-02 05:10:00,19469.0
2025-05-02 05:48:00,19475.0
2025-05-02 05:57:00,19475.0
2025-05-02 06:06:00,19469.0
2025-05-02 06:26:00,19475.0
2025-05-02 06:31:00,19469.0
2025-05-02 06:40:00,19475.0
2025-05-02 06:50:00,19469.0
2025-05-02 07:04:00,19469.0
2025-05-02 07:11:00,19475.0
2025-05-02 07:26:00,19475.0
2025-05-02 07:41:00,19469.0
2025-05-02 07:58:00,19475.0
2025-05-02 08:01:00,19469.0
