Time,Price
2025-04-21 18:25:00,17890.25
2025-04-21 18:33:00,17890.25
2025-04-21 18:48:00,17903.75
2025-04-21 19:24:00,17903.75
2025-04-21 19:29:00,17890.25
2025-04-21 19:32:00,17903.75
2025-04-21 19:45:00,17903.75
2025-04-21 20:08:00,17903.75
2025-04-21 20:41:00,17903.75
2025-04-21 20:48:00,17890.25
2025-04-21 21:13:00,17903.75
2025-04-21 21:19:00,17903.75
2025-04-21 21:40:00,17903.75
2025-04-21 21:51:00,17903.75
2025-04-21 22:11:00,17890.25
2025-04-21 22:40:00,17890.25
2025-04-21 23:07:00,17903.75
2025-04-21 23:20:00,17890.25
2025-04-21 23:42:00,17903.75
2025-04-22 00:03:00,17890.25
2025-04-22 00:35:00,17903.75
2025-04-22 00:40:00,17890.25
2025-04-22 00:51:00,17903.75
2025-04-22 01:02:00,17890.25
2025-04-22 01:15:00,17903.75
2025-04-22 01:32:00,17890.25
2025-04-22 02:02:00,17890.25
2025-04-22 02:18:00,17903.75
2025-04-22 02:25:00,17890.25
2025-04-22 02:37:00,17903.75
2025-04-22 03:06:00,17903.75
2025-04-22 03:21:00,17890.25
2025-04-22 03:45:00,17890.25
2025-04-22 04:07:00,17890.25
2025-04-22 04:16:00,17890.25
2025-04-22 04:46:00,17903.75
2025-04-22 05:21:00,17890.25
2025-04-22 05:28:00,17890.25
2025-04-22 05:34:00,17903.75
2025-04-22 05:51:00,17890.25
2025-04-22 06:06:00,17890.25
2025-04-22 06:21:00,17903.75
2025-04-22 06:39:00,17890.25
2025-04-22 06:48:00,17903.75
2025-04-22 07:03:00,17890.25
2025-04-22 07:18:00,17890.25
2025-04-22 08:00:00,17890.25
2025-04-22 08:23:00,17903.75
2025-04-22 08:36:00,17903.75
2025-04-22 09:10:00,17903.75
2025-04-22 09:27:00,17890.25
2025-04-22 09:36:00,17903.75
2025-04-22 09:41:00,17890.25
2025-04-22 09:53:00,17903.75
2025-04-22 10:17:00,17903.75
2025-04-22 10:46:00,17903.75
2025-04-22 10:54:00,17903.75
2025-04-22 11:03:00,17903.75
2025-04-22 11:26:00,17903.75
2025-04-22 11:27:00,17890.25
2025-04-22 11:50:00,17890.25
2025-04-22 12:07:00,17903.75
2025-04-22 12:34:00,17903.75
2025-04-22 12:47:00,17890.25
2025-04-22 12:58:00,17890.25
2025-04-22 13:15:00,17903.75
2025-04-22 13:37:00,17890.25
2025-04-22 13:58:00,17890.25
2025-04-22 14:13:00,17903.75
2025-04-22 14:30:00,17903.75
2025-04-22 14:43:00,17903.75
2025-04-22 15:02:00,17903.75
2025-04-22 15:36:00,17890.25
2025-04-22 15:46:00,17890.25
2025-04-22 16:07:00,17903.75
2025-04-22 16:36:00,17903.75
2025-04-22 16:55:00,17890.25
2025-04-22 18:09:00,17903.75
2025-04-22 18:36:00,17903.75
2025-04-22 19:06:00,17903.75
2025-04-22 19:20:00,17903.75
2025-04-22 19:41:00,17903.75
2025-04-22 19:43:00,17890.25
2025-04-22 19:56:00,17903.75
2025-04-22 20:12:00,17903.75
2025-04-22 20:22:00,17890.25
2025-04-22 20:40:00,17890.25
2025-04-22 20:51:00,17890.25
2025-04-22 21:10:00,17903.75
2025-04-22 21:19:00,17903.75
